id,question,content,category,source
3290,беременность и роды где найти информацию о том какая нужна подпись?,"Подробная инструкция о том, какая электронная подпись нужна доступна по ссылке https://company-x5.ru/cms/UC10",Беременность и роды,синтетика
3291,беременность и роды подскажите какую электронную подпись получить?,"Подробная инструкция о том, какая электронная подпись нужна доступна по ссылке https://company-x5.ru/cms/UC10",Беременность и роды,синтетика
3292,беременность и роды какая эцп мне нужна?,"Подробная инструкция о том, какая электронная подпись нужна доступна по ссылке https://company-x5.ru/cms/UC10",Беременность и роды,синтетика
3293,беременность и роды что мне нужно сделать чтобы получить эцп,"Подробная инструкция о том, какая электронная подпись нужна доступна по ссылке https://company-x5.ru/cms/UC10",Беременность и роды,синтетика
3294,беременность и роды подскажите какая эцп мне нужна,"Подробная инструкция о том, какая электронная подпись нужна доступна по ссылке https://company-x5.ru/cms/UC10",Беременность и роды,синтетика
3295,беременность и роды что делать если не знаю какую подпись мне нужно купить?,"Подробная инструкция о том, какая электронная подпись нужна доступна по ссылке https://company-x5.ru/cms/UC10",Беременность и роды,синтетика
3296,беременность и роды какая эцп нужна для работы с системой?,"Подробная инструкция о том, какая электронная подпись нужна доступна по ссылке https://company-x5.ru/cms/UC10",Беременность и роды,синтетика
3297,беременность и роды что такое эцп и зачем она нужна?,"Подробная инструкция о том, какая электронная подпись нужна доступна по ссылке https://company-x5.ru/cms/UC10",Беременность и роды,синтетика
3298,беременность и роды где узнать информацию о  подписи?,"Подробная инструкция о том, какая электронная подпись нужна доступна по ссылке https://company-x5.ru/cms/UC10",Беременность и роды,синтетика
3299,беременность и роды нет задачи на подписание графика,"Чтобы дочерняя задача появилась на подписи у сотрудников, необходимо соблюдать все этапы работы с графиком сменности. С 1 по 3 число текущего месяца создаётся задача на актуализацию ГС в вебтабеле. С 4 по 7 число задача переводится в статус “требуется подписать ЭЦП”. Задача висит в этом статусе до 8 числа. Если ДМ подпишет задачу ЭЦП - создаются задачи на сотрудников, если не задача не подписана - переводится на ручное подписание.",Беременность и роды,синтетика
3300,беременность и роды где задача на подписание графика,"Чтобы дочерняя задача появилась на подписи у сотрудников, необходимо соблюдать все этапы работы с графиком сменности. С 1 по 3 число текущего месяца создаётся задача на актуализацию ГС в вебтабеле. С 4 по 7 число задача переводится в статус “требуется подписать ЭЦП”. Задача висит в этом статусе до 8 числа. Если ДМ подпишет задачу ЭЦП - создаются задачи на сотрудников, если не задача не подписана - переводится на ручное подписание.",Беременность и роды,синтетика
3301,беременность и роды почему у меня нет задачи на подписание графика,"Чтобы дочерняя задача появилась на подписи у сотрудников, необходимо соблюдать все этапы работы с графиком сменности. С 1 по 3 число текущего месяца создаётся задача на актуализацию ГС в вебтабеле. С 4 по 7 число задача переводится в статус “требуется подписать ЭЦП”. Задача висит в этом статусе до 8 числа. Если ДМ подпишет задачу ЭЦП - создаются задачи на сотрудников, если не задача не подписана - переводится на ручное подписание.",Беременность и роды,синтетика
3302,беременность и роды гс не подписывается,"Чтобы дочерняя задача появилась на подписи у сотрудников, необходимо соблюдать все этапы работы с графиком сменности. С 1 по 3 число текущего месяца создаётся задача на актуализацию ГС в вебтабеле. С 4 по 7 число задача переводится в статус “требуется подписать ЭЦП”. Задача висит в этом статусе до 8 числа. Если ДМ подпишет задачу ЭЦП - создаются задачи на сотрудников, если не задача не подписана - переводится на ручное подписание.",Беременность и роды,синтетика
3303,беременность и роды почему задача на подписание графика не висит?,"Чтобы дочерняя задача появилась на подписи у сотрудников, необходимо соблюдать все этапы работы с графиком сменности. С 1 по 3 число текущего месяца создаётся задача на актуализацию ГС в вебтабеле. С 4 по 7 число задача переводится в статус “требуется подписать ЭЦП”. Задача висит в этом статусе до 8 числа. Если ДМ подпишет задачу ЭЦП - создаются задачи на сотрудников, если не задача не подписана - переводится на ручное подписание.",Беременность и роды,синтетика
3304,беременность и роды где задача на подписание графика?,"Чтобы дочерняя задача появилась на подписи у сотрудников, необходимо соблюдать все этапы работы с графиком сменности. С 1 по 3 число текущего месяца создаётся задача на актуализацию ГС в вебтабеле. С 4 по 7 число задача переводится в статус “требуется подписать ЭЦП”. Задача висит в этом статусе до 8 числа. Если ДМ подпишет задачу ЭЦП - создаются задачи на сотрудников, если не задача не подписана - переводится на ручное подписание.",Беременность и роды,синтетика
3305,беременность и роды где задача на подписание графика?,"Чтобы дочерняя задача появилась на подписи у сотрудников, необходимо соблюдать все этапы работы с графиком сменности. С 1 по 3 число текущего месяца создаётся задача на актуализацию ГС в вебтабеле. С 4 по 7 число задача переводится в статус “требуется подписать ЭЦП”. Задача висит в этом статусе до 8 числа. Если ДМ подпишет задачу ЭЦП - создаются задачи на сотрудников, если не задача не подписана - переводится на ручное подписание.",Беременность и роды,синтетика
3306,беременность и роды график сменности не подписывается,"Чтобы дочерняя задача появилась на подписи у сотрудников, необходимо соблюдать все этапы работы с графиком сменности. С 1 по 3 число текущего месяца создаётся задача на актуализацию ГС в вебтабеле. С 4 по 7 число задача переводится в статус “требуется подписать ЭЦП”. Задача висит в этом статусе до 8 числа. Если ДМ подпишет задачу ЭЦП - создаются задачи на сотрудников, если не задача не подписана - переводится на ручное подписание.",Беременность и роды,синтетика
3307,беременность и роды почему нет задачи на подписание графика?,"Чтобы дочерняя задача появилась на подписи у сотрудников, необходимо соблюдать все этапы работы с графиком сменности. С 1 по 3 число текущего месяца создаётся задача на актуализацию ГС в вебтабеле. С 4 по 7 число задача переводится в статус “требуется подписать ЭЦП”. Задача висит в этом статусе до 8 числа. Если ДМ подпишет задачу ЭЦП - создаются задачи на сотрудников, если не задача не подписана - переводится на ручное подписание.",Беременность и роды,синтетика
3308,беременность и роды я не вижу задачи на подписание графика,"Чтобы дочерняя задача появилась на подписи у сотрудников, необходимо соблюдать все этапы работы с графиком сменности. С 1 по 3 число текущего месяца создаётся задача на актуализацию ГС в вебтабеле. С 4 по 7 число задача переводится в статус “требуется подписать ЭЦП”. Задача висит в этом статусе до 8 числа. Если ДМ подпишет задачу ЭЦП - создаются задачи на сотрудников, если не задача не подписана - переводится на ручное подписание.",Беременность и роды,синтетика
3309,беременность и роды не могу подписать график,"Чтобы дочерняя задача появилась на подписи у сотрудников, необходимо соблюдать все этапы работы с графиком сменности. С 1 по 3 число текущего месяца создаётся задача на актуализацию ГС в вебтабеле. С 4 по 7 число задача переводится в статус “требуется подписать ЭЦП”. Задача висит в этом статусе до 8 числа. Если ДМ подпишет задачу ЭЦП - создаются задачи на сотрудников, если не задача не подписана - переводится на ручное подписание.",Беременность и роды,синтетика
3310,беременность и роды почему у меня нет задачи на подписание графика?,"Чтобы дочерняя задача появилась на подписи у сотрудников, необходимо соблюдать все этапы работы с графиком сменности. С 1 по 3 число текущего месяца создаётся задача на актуализацию ГС в вебтабеле. С 4 по 7 число задача переводится в статус “требуется подписать ЭЦП”. Задача висит в этом статусе до 8 числа. Если ДМ подпишет задачу ЭЦП - создаются задачи на сотрудников, если не задача не подписана - переводится на ручное подписание.",Беременность и роды,синтетика
3311,беременность и роды график сменности не подписывается,"Чтобы дочерняя задача появилась на подписи у сотрудников, необходимо соблюдать все этапы работы с графиком сменности. С 1 по 3 число текущего месяца создаётся задача на актуализацию ГС в вебтабеле. С 4 по 7 число задача переводится в статус “требуется подписать ЭЦП”. Задача висит в этом статусе до 8 числа. Если ДМ подпишет задачу ЭЦП - создаются задачи на сотрудников, если не задача не подписана - переводится на ручное подписание.",Беременность и роды,синтетика
3312,"беременность и роды что делать, если не подписался график сменности","Чтобы дочерняя задача появилась на подписи у сотрудников, необходимо соблюдать все этапы работы с графиком сменности. С 1 по 3 число текущего месяца создаётся задача на актуализацию ГС в вебтабеле. С 4 по 7 число задача переводится в статус “требуется подписать ЭЦП”. Задача висит в этом статусе до 8 числа. Если ДМ подпишет задачу ЭЦП - создаются задачи на сотрудников, если не задача не подписана - переводится на ручное подписание.",Беременность и роды,синтетика
3313,"беременность и роды я родила ребенка в октябре, как получить выплату?","Если ребенок зарегистрирован в ЗАГС 11.10.2023 или после 11.10.2023, и получателем пособия является мама ребенка, создавать заявку не нужно, необходимые данные работодателю будет направлять Социальный фонд России. Если ребенок зарегистрирован в ЗАГС до 11.10.2023 или получателем пособия является отец ребенка (независимо от даты регистрации), требуется создать заявку для передачи сведений в Социальный фонд России в Личном кабинете https://company-x5.ru или приложении ""Моя работа"" в разделе ""Декрет"", тема ""Выплата единовременного пособия по рождению ребенка"".",Беременность и роды,синтетика
3314,"беременность и роды я родила ребенка до 11 октября, нужно ли создавать заявку?","Если ребенок зарегистрирован в ЗАГС 11.10.2023 или после 11.10.2023, и получателем пособия является мама ребенка, создавать заявку не нужно, необходимые данные работодателю будет направлять Социальный фонд России. Если ребенок зарегистрирован в ЗАГС до 11.10.2023 или получателем пособия является отец ребенка (независимо от даты регистрации), требуется создать заявку для передачи сведений в Социальный фонд России в Личном кабинете https://company-x5.ru или приложении ""Моя работа"" в разделе ""Декрет"", тема ""Выплата единовременного пособия по рождению ребенка"".",Беременность и роды,синтетика
3315,беременность и роды как получить пособие по уходу за ребенком?,"Если ребенок зарегистрирован в ЗАГС 11.10.2023 или после 11.10.2023, и получателем пособия является мама ребенка, создавать заявку не нужно, необходимые данные работодателю будет направлять Социальный фонд России. Если ребенок зарегистрирован в ЗАГС до 11.10.2023 или получателем пособия является отец ребенка (независимо от даты регистрации), требуется создать заявку для передачи сведений в Социальный фонд России в Личном кабинете https://company-x5.ru или приложении ""Моя работа"" в разделе ""Декрет"", тема ""Выплата единовременного пособия по рождению ребенка"".",Беременность и роды,синтетика
3316,"беременность и роды я родила ребенка, где мне оформлять пособие?","Если ребенок зарегистрирован в ЗАГС 11.10.2023 или после 11.10.2023, и получателем пособия является мама ребенка, создавать заявку не нужно, необходимые данные работодателю будет направлять Социальный фонд России. Если ребенок зарегистрирован в ЗАГС до 11.10.2023 или получателем пособия является отец ребенка (независимо от даты регистрации), требуется создать заявку для передачи сведений в Социальный фонд России в Личном кабинете https://company-x5.ru или приложении ""Моя работа"" в разделе ""Декрет"", тема ""Выплата единовременного пособия по рождению ребенка"".",Беременность и роды,синтетика
3317,беременность и роды как получить единовременное пособие при рождении ребенка?,"Если ребенок зарегистрирован в ЗАГС 11.10.2023 или после 11.10.2023, и получателем пособия является мама ребенка, создавать заявку не нужно, необходимые данные работодателю будет направлять Социальный фонд России. Если ребенок зарегистрирован в ЗАГС до 11.10.2023 или получателем пособия является отец ребенка (независимо от даты регистрации), требуется создать заявку для передачи сведений в Социальный фонд России в Личном кабинете https://company-x5.ru или приложении ""Моя работа"" в разделе ""Декрет"", тема ""Выплата единовременного пособия по рождению ребенка"".",Беременность и роды,синтетика
3318,"беременность и роды родила, как оформить пособие","Если ребенок зарегистрирован в ЗАГС 11.10.2023 или после 11.10.2023, и получателем пособия является мама ребенка, создавать заявку не нужно, необходимые данные работодателю будет направлять Социальный фонд России. Если ребенок зарегистрирован в ЗАГС до 11.10.2023 или получателем пособия является отец ребенка (независимо от даты регистрации), требуется создать заявку для передачи сведений в Социальный фонд России в Личном кабинете https://company-x5.ru или приложении ""Моя работа"" в разделе ""Декрет"", тема ""Выплата единовременного пособия по рождению ребенка"".",Беременность и роды,синтетика
3319,беременность и роды какие документы нужны для оформления пособия по уходу за ребенком,"Если ребенок зарегистрирован в ЗАГС 11.10.2023 или после 11.10.2023, и получателем пособия является мама ребенка, создавать заявку не нужно, необходимые данные работодателю будет направлять Социальный фонд России. Если ребенок зарегистрирован в ЗАГС до 11.10.2023 или получателем пособия является отец ребенка (независимо от даты регистрации), требуется создать заявку для передачи сведений в Социальный фонд России в Личном кабинете https://company-x5.ru или приложении ""Моя работа"" в разделе ""Декрет"", тема ""Выплата единовременного пособия по рождению ребенка"".",Беременность и роды,синтетика
3320,беременность и роды как получить единовременное пособие при рождении ребенка,"Если ребенок зарегистрирован в ЗАГС 11.10.2023 или после 11.10.2023, и получателем пособия является мама ребенка, создавать заявку не нужно, необходимые данные работодателю будет направлять Социальный фонд России. Если ребенок зарегистрирован в ЗАГС до 11.10.2023 или получателем пособия является отец ребенка (независимо от даты регистрации), требуется создать заявку для передачи сведений в Социальный фонд России в Личном кабинете https://company-x5.ru или приложении ""Моя работа"" в разделе ""Декрет"", тема ""Выплата единовременного пособия по рождению ребенка"".",Беременность и роды,синтетика
3321,беременность и роды как получить пособие на ребенка,"Если ребенок зарегистрирован в ЗАГС 11.10.2023 или после 11.10.2023, и получателем пособия является мама ребенка, создавать заявку не нужно, необходимые данные работодателю будет направлять Социальный фонд России. Если ребенок зарегистрирован в ЗАГС до 11.10.2023 или получателем пособия является отец ребенка (независимо от даты регистрации), требуется создать заявку для передачи сведений в Социальный фонд России в Личном кабинете https://company-x5.ru или приложении ""Моя работа"" в разделе ""Декрет"", тема ""Выплата единовременного пособия по рождению ребенка"".",Беременность и роды,синтетика
3322,"беременность и роды родила 25 сентября, как получить пособие?","Если ребенок зарегистрирован в ЗАГС 11.10.2023 или после 11.10.2023, и получателем пособия является мама ребенка, создавать заявку не нужно, необходимые данные работодателю будет направлять Социальный фонд России. Если ребенок зарегистрирован в ЗАГС до 11.10.2023 или получателем пособия является отец ребенка (независимо от даты регистрации), требуется создать заявку для передачи сведений в Социальный фонд России в Личном кабинете https://company-x5.ru или приложении ""Моя работа"" в разделе ""Декрет"", тема ""Выплата единовременного пособия по рождению ребенка"".",Беременность и роды,синтетика
3323,"беременность и роды пособие по рождению ребенка, как его оформить?","Если ребенок зарегистрирован в ЗАГС 11.10.2023 или после 11.10.2023, и получателем пособия является мама ребенка, создавать заявку не нужно, необходимые данные работодателю будет направлять Социальный фонд России. Если ребенок зарегистрирован в ЗАГС до 11.10.2023 или получателем пособия является отец ребенка (независимо от даты регистрации), требуется создать заявку для передачи сведений в Социальный фонд России в Личном кабинете https://company-x5.ru или приложении ""Моя работа"" в разделе ""Декрет"", тема ""Выплата единовременного пособия по рождению ребенка"".",Беременность и роды,синтетика
3324,"беременность и роды рождение ребенка, пособие","Если ребенок зарегистрирован в ЗАГС 11.10.2023 или после 11.10.2023, и получателем пособия является мама ребенка, создавать заявку не нужно, необходимые данные работодателю будет направлять Социальный фонд России. Если ребенок зарегистрирован в ЗАГС до 11.10.2023 или получателем пособия является отец ребенка (независимо от даты регистрации), требуется создать заявку для передачи сведений в Социальный фонд России в Личном кабинете https://company-x5.ru или приложении ""Моя работа"" в разделе ""Декрет"", тема ""Выплата единовременного пособия по рождению ребенка"".",Беременность и роды,синтетика
3325,беременность и роды как получить пособие по рождению,"Если ребенок зарегистрирован в ЗАГС 11.10.2023 или после 11.10.2023, и получателем пособия является мама ребенка, создавать заявку не нужно, необходимые данные работодателю будет направлять Социальный фонд России. Если ребенок зарегистрирован в ЗАГС до 11.10.2023 или получателем пособия является отец ребенка (независимо от даты регистрации), требуется создать заявку для передачи сведений в Социальный фонд России в Личном кабинете https://company-x5.ru или приложении ""Моя работа"" в разделе ""Декрет"", тема ""Выплата единовременного пособия по рождению ребенка"".",Беременность и роды,синтетика
3326,"беременность и роды я родила, как оформить пособие","Если ребенок зарегистрирован в ЗАГС 11.10.2023 или после 11.10.2023, и получателем пособия является мама ребенка, создавать заявку не нужно, необходимые данные работодателю будет направлять Социальный фонд России. Если ребенок зарегистрирован в ЗАГС до 11.10.2023 или получателем пособия является отец ребенка (независимо от даты регистрации), требуется создать заявку для передачи сведений в Социальный фонд России в Личном кабинете https://company-x5.ru или приложении ""Моя работа"" в разделе ""Декрет"", тема ""Выплата единовременного пособия по рождению ребенка"".",Беременность и роды,синтетика
3327,беременность и роды что такое эцп,"ЭП – электронная подпись, или ЭЦП – электронная цифровая подпись - собственноручная подпись в электронном виде, которой можно подписывать документы.В торговой сети «Пятерочка» мы применяем все три вида электронных подписей: простую, неквалифицированную и квалифицированную, определенных Федеральным законом №63‑ФЗ от 06.04.2011. У них разный уровень защиты и юридической значимости, так что применяются они в разных ситуациях. Подробная информация доступна по ссылке https://company-x5.ru/cms/UC1",Беременность и роды,синтетика
3328,беременность и роды как поставить электронную подпись,"ЭП – электронная подпись, или ЭЦП – электронная цифровая подпись - собственноручная подпись в электронном виде, которой можно подписывать документы.В торговой сети «Пятерочка» мы применяем все три вида электронных подписей: простую, неквалифицированную и квалифицированную, определенных Федеральным законом №63‑ФЗ от 06.04.2011. У них разный уровень защиты и юридической значимости, так что применяются они в разных ситуациях. Подробная информация доступна по ссылке https://company-x5.ru/cms/UC1",Беременность и роды,синтетика
3329,беременность и роды что такое простая электронная подпись,"ЭП – электронная подпись, или ЭЦП – электронная цифровая подпись - собственноручная подпись в электронном виде, которой можно подписывать документы.В торговой сети «Пятерочка» мы применяем все три вида электронных подписей: простую, неквалифицированную и квалифицированную, определенных Федеральным законом №63‑ФЗ от 06.04.2011. У них разный уровень защиты и юридической значимости, так что применяются они в разных ситуациях. Подробная информация доступна по ссылке https://company-x5.ru/cms/UC1",Беременность и роды,синтетика
3330,беременность и роды как пользоваться электронной подписью?,"ЭП – электронная подпись, или ЭЦП – электронная цифровая подпись - собственноручная подпись в электронном виде, которой можно подписывать документы.В торговой сети «Пятерочка» мы применяем все три вида электронных подписей: простую, неквалифицированную и квалифицированную, определенных Федеральным законом №63‑ФЗ от 06.04.2011. У них разный уровень защиты и юридической значимости, так что применяются они в разных ситуациях. Подробная информация доступна по ссылке https://company-x5.ru/cms/UC1",Беременность и роды,синтетика
3331,беременность и роды что такое эцп?,"ЭП – электронная подпись, или ЭЦП – электронная цифровая подпись - собственноручная подпись в электронном виде, которой можно подписывать документы.В торговой сети «Пятерочка» мы применяем все три вида электронных подписей: простую, неквалифицированную и квалифицированную, определенных Федеральным законом №63‑ФЗ от 06.04.2011. У них разный уровень защиты и юридической значимости, так что применяются они в разных ситуациях. Подробная информация доступна по ссылке https://company-x5.ru/cms/UC1",Беременность и роды,синтетика
3332,беременность и роды нужна ли электронная подпись чтобы работать в пятерочке?,"ЭП – электронная подпись, или ЭЦП – электронная цифровая подпись - собственноручная подпись в электронном виде, которой можно подписывать документы.В торговой сети «Пятерочка» мы применяем все три вида электронных подписей: простую, неквалифицированную и квалифицированную, определенных Федеральным законом №63‑ФЗ от 06.04.2011. У них разный уровень защиты и юридической значимости, так что применяются они в разных ситуациях. Подробная информация доступна по ссылке https://company-x5.ru/cms/UC1",Беременность и роды,синтетика
3333,беременность и роды как получить электронную подпись?,"ЭП – электронная подпись, или ЭЦП – электронная цифровая подпись - собственноручная подпись в электронном виде, которой можно подписывать документы.В торговой сети «Пятерочка» мы применяем все три вида электронных подписей: простую, неквалифицированную и квалифицированную, определенных Федеральным законом №63‑ФЗ от 06.04.2011. У них разный уровень защиты и юридической значимости, так что применяются они в разных ситуациях. Подробная информация доступна по ссылке https://company-x5.ru/cms/UC1",Беременность и роды,синтетика
3334,беременность и роды что такое эп?,"ЭП – электронная подпись, или ЭЦП – электронная цифровая подпись - собственноручная подпись в электронном виде, которой можно подписывать документы.В торговой сети «Пятерочка» мы применяем все три вида электронных подписей: простую, неквалифицированную и квалифицированную, определенных Федеральным законом №63‑ФЗ от 06.04.2011. У них разный уровень защиты и юридической значимости, так что применяются они в разных ситуациях. Подробная информация доступна по ссылке https://company-x5.ru/cms/UC1",Беременность и роды,синтетика
3335,беременность и роды что такое эцп?,"ЭП – электронная подпись, или ЭЦП – электронная цифровая подпись - собственноручная подпись в электронном виде, которой можно подписывать документы.В торговой сети «Пятерочка» мы применяем все три вида электронных подписей: простую, неквалифицированную и квалифицированную, определенных Федеральным законом №63‑ФЗ от 06.04.2011. У них разный уровень защиты и юридической значимости, так что применяются они в разных ситуациях. Подробная информация доступна по ссылке https://company-x5.ru/cms/UC1",Беременность и роды,синтетика
3336,беременность и роды как работает эцп?,"ЭП – электронная подпись, или ЭЦП – электронная цифровая подпись - собственноручная подпись в электронном виде, которой можно подписывать документы.В торговой сети «Пятерочка» мы применяем все три вида электронных подписей: простую, неквалифицированную и квалифицированную, определенных Федеральным законом №63‑ФЗ от 06.04.2011. У них разный уровень защиты и юридической значимости, так что применяются они в разных ситуациях. Подробная информация доступна по ссылке https://company-x5.ru/cms/UC1",Беременность и роды,синтетика
3337,беременность и роды чем отличается электронная подпись от обычной?,"ЭП – электронная подпись, или ЭЦП – электронная цифровая подпись - собственноручная подпись в электронном виде, которой можно подписывать документы.В торговой сети «Пятерочка» мы применяем все три вида электронных подписей: простую, неквалифицированную и квалифицированную, определенных Федеральным законом №63‑ФЗ от 06.04.2011. У них разный уровень защиты и юридической значимости, так что применяются они в разных ситуациях. Подробная информация доступна по ссылке https://company-x5.ru/cms/UC1",Беременность и роды,синтетика
3338,беременность и роды как проверить эцп,"ЭП – электронная подпись, или ЭЦП – электронная цифровая подпись - собственноручная подпись в электронном виде, которой можно подписывать документы.В торговой сети «Пятерочка» мы применяем все три вида электронных подписей: простую, неквалифицированную и квалифицированную, определенных Федеральным законом №63‑ФЗ от 06.04.2011. У них разный уровень защиты и юридической значимости, так что применяются они в разных ситуациях. Подробная информация доступна по ссылке https://company-x5.ru/cms/UC1",Беременность и роды,синтетика
